label,a,rx,ry,N,T_min,T_min_gap,gap_nm,has_gap,T_max,time_s,filename
a0.740_rx0.220_ry0.200_N20,0.74,0.22,0.2,20,0.08130432548744398,0.08130432548744398,140.1875835415956,True,2.1595777479345246,2.2,2d_a0.740_rx0.220_ry0.200_N20.csv
a0.740_rx0.220_ry0.240_N12,0.74,0.22,0.24,12,0.18753606476220303,0.18753606476220303,145.30923730485938,True,1.9299968489141304,1.6,2d_a0.740_rx0.220_ry0.240_N12.csv
a0.740_rx0.220_ry0.240_N16,0.74,0.22,0.24,16,0.020807223160289032,0.020807223160289032,149.55144580531237,True,3.44983691814805,1.9,2d_a0.740_rx0.220_ry0.240_N16.csv
a0.740_rx0.220_ry0.240_N20,0.74,0.22,0.24,20,0.09330461349730874,0.09330461349730874,138.0880367770876,True,3.4643106386530227,2.2,2d_a0.740_rx0.220_ry0.240_N20.csv
a0.740_rx0.220_ry0.280_N12,0.74,0.22,0.28,12,0.22168734913656254,0.22168734913656254,145.00706740609394,True,1.3227758658175928,1.6,2d_a0.740_rx0.220_ry0.280_N12.csv
a0.740_rx0.220_ry0.280_N16,0.74,0.22,0.28,16,0.04180279203417541,0.04180279203417541,141.6905985988276,True,4.541349829446757,1.9,2d_a0.740_rx0.220_ry0.280_N16.csv
a0.740_rx0.220_ry0.280_N20,0.74,0.22,0.28,20,0.12829829533699777,0.12829829533699777,128.26301881890208,True,3.483845763950742,2.1,2d_a0.740_rx0.220_ry0.280_N20.csv
a0.740_rx0.220_ry0.320_N12,0.74,0.22,0.32,12,0.2898345921653836,0.2898345921653836,132.11920356081487,True,2.224292228085396,1.6,2d_a0.740_rx0.220_ry0.320_N12.csv
a0.740_rx0.220_ry0.320_N16,0.74,0.22,0.32,16,0.05091924703982138,0.05091924703982138,141.38977254674933,True,7.1291600961328525,1.9,2d_a0.740_rx0.220_ry0.320_N16.csv
a0.740_rx0.220_ry0.320_N20,0.74,0.22,0.32,20,0.22138437368983502,0.22138437368983502,120.89889030711947,True,8.831011891083557,2.1,2d_a0.740_rx0.220_ry0.320_N20.csv
a0.740_rx0.220_ry0.360_N12,0.74,0.22,0.36,12,0.3857113697335808,0.3857113697335808,140.48796363645943,True,1.003297288078869,1.6,2d_a0.740_rx0.220_ry0.360_N12.csv
a0.740_rx0.220_ry0.360_N16,0.74,0.22,0.36,16,0.2838363276159807,0.2838363276159807,137.7885456268134,True,6.5218258384585255,1.9,2d_a0.740_rx0.220_ry0.360_N16.csv
a0.740_rx0.220_ry0.360_N20,0.74,0.22,0.36,20,0.30458480314782316,0.30458480314782316,105.79547956691613,True,8.844677923074194,2.2,2d_a0.740_rx0.220_ry0.360_N20.csv
a0.740_rx0.220_ry0.400_N12,0.74,0.22,0.4,12,0.07725772510760134,0.07725772510760134,160.5623518455809,True,0.7959541336528297,1.6,2d_a0.740_rx0.220_ry0.400_N12.csv
a0.740_rx0.220_ry0.400_N16,0.74,0.22,0.4,16,0.3674597297931723,0.3674597297931723,141.38977254674933,True,4.365203033124797,1.9,2d_a0.740_rx0.220_ry0.400_N16.csv
a0.740_rx0.220_ry0.400_N20,0.74,0.22,0.4,20,0.3475179882361647,0.3475179882361647,117.0961313083983,True,12.627230977359991,2.1,2d_a0.740_rx0.220_ry0.400_N20.csv
a0.740_rx0.220_ry0.440_N12,0.74,0.22,0.44,12,0.32038546985343436,0.32038546985343436,157.48886926783644,True,1.1546719247852466,1.6,2d_a0.740_rx0.220_ry0.440_N12.csv
a0.740_rx0.220_ry0.440_N16,0.74,0.22,0.44,16,0.2682451652589108,0.2682451652589108,160.5623518455809,True,0.7860749015311868,1.9,2d_a0.740_rx0.220_ry0.440_N16.csv
a0.740_rx0.220_ry0.440_N20,0.74,0.22,0.44,20,0.22065061663213414,0.22065061663213414,127.67139635542094,True,2.915185424486014,2.2,2d_a0.740_rx0.220_ry0.440_N20.csv
a0.740_rx0.240_ry0.200_N12,0.74,0.24,0.2,12,0.2114940269044598,0.2114940269044598,151.07189187170502,True,1.1643800123270414,1.6,2d_a0.740_rx0.240_ry0.200_N12.csv
a0.740_rx0.240_ry0.200_N16,0.74,0.24,0.2,16,0.055957109206283745,0.055957109206283745,150.1592839604632,True,1.8800546119301809,1.9,2d_a0.740_rx0.240_ry0.200_N16.csv
a0.740_rx0.240_ry0.200_N20,0.74,0.24,0.2,20,0.10035580156619847,0.10035580156619847,160.5623518455809,True,1.0935950068274085,2.2,2d_a0.740_rx0.240_ry0.200_N20.csv
a0.740_rx0.240_ry0.240_N12,0.74,0.24,0.24,12,0.22826728689830192,0.22826728689830192,160.5623518455809,True,0.6319042775913103,1.6,2d_a0.740_rx0.240_ry0.240_N12.csv
a0.740_rx0.240_ry0.240_N16,0.74,0.24,0.24,16,0.08943849640470572,0.08943849640470572,147.73064793496633,True,2.30946112869563,1.9,2d_a0.740_rx0.240_ry0.240_N16.csv
a0.740_rx0.240_ry0.240_N20,0.74,0.24,0.24,20,0.09823403619170598,0.09823403619170598,160.5623518455809,True,1.8672349560855628,2.2,2d_a0.740_rx0.240_ry0.240_N20.csv
a0.740_rx0.240_ry0.280_N12,0.74,0.24,0.28,12,0.2788899848986864,0.2788899848986864,160.5623518455809,True,0.7234492294280398,1.6,2d_a0.740_rx0.240_ry0.280_N12.csv
a0.740_rx0.240_ry0.280_N16,0.74,0.24,0.28,16,0.08892415267909957,0.08892415267909957,140.48796363645943,True,3.958061705951191,1.9,2d_a0.740_rx0.240_ry0.280_N16.csv
a0.740_rx0.240_ry0.280_N20,0.74,0.24,0.28,20,0.17831483751692045,0.17831483751692045,137.18989578637616,True,1.351859188283435,2.2,2d_a0.740_rx0.240_ry0.280_N20.csv
a0.740_rx0.240_ry0.320_N12,0.74,0.24,0.32,12,0.38014927495624057,0.38014927495624057,160.5623518455809,True,0.9739632940455442,1.6,2d_a0.740_rx0.240_ry0.320_N12.csv
a0.740_rx0.240_ry0.320_N16,0.74,0.24,0.32,16,0.22994907083055738,0.22994907083055738,144.101231444243,True,6.679667191020785,1.9,2d_a0.740_rx0.240_ry0.320_N16.csv
a0.740_rx0.240_ry0.320_N20,0.74,0.24,0.32,20,0.2923382426689177,0.2923382426689177,135.39660152216538,True,4.046318171990832,2.2,2d_a0.740_rx0.240_ry0.320_N20.csv
a0.740_rx0.240_ry0.360_N12,0.74,0.24,0.36,12,0.11873819954879035,0.11873819954879035,160.5623518455809,True,0.8253402137809068,1.6,2d_a0.740_rx0.240_ry0.360_N12.csv
a0.740_rx0.240_ry0.360_N16,0.74,0.24,0.36,16,0.3137577873761891,0.3137577873761891,136.8907369732167,True,3.8580488758127096,1.9,2d_a0.740_rx0.240_ry0.360_N16.csv
a0.740_rx0.240_ry0.360_N20,0.74,0.24,0.36,20,0.39657471876459854,0.39657471876459854,119.43414964978956,True,6.525096390647549,2.1,2d_a0.740_rx0.240_ry0.360_N20.csv
a0.740_rx0.240_ry0.400_N12,0.74,0.24,0.4,12,0.439507514259202,0.439507514259202,160.5623518455809,True,1.2577048084631417,1.6,2d_a0.740_rx0.240_ry0.400_N12.csv
a0.740_rx0.240_ry0.400_N16,0.74,0.24,0.4,16,0.4200789525155448,0.4200789525155448,160.5623518455809,True,2.5071665520427127,1.9,2d_a0.740_rx0.240_ry0.400_N16.csv
a0.740_rx0.240_ry0.400_N20,0.74,0.24,0.4,20,0.38889693084582855,0.38889693084582855,134.79972021801746,True,3.9203470669783433,2.1,2d_a0.740_rx0.240_ry0.400_N20.csv
a0.740_rx0.240_ry0.440_N12,0.74,0.24,0.44,12,0.288583023743649,0.288583023743649,153.20528906531172,True,1.391651448598442,1.6,2d_a0.740_rx0.240_ry0.440_N12.csv
a0.740_rx0.240_ry0.440_N16,0.74,0.24,0.44,16,0.2566697811842668,0.2566697811842668,160.5623518455809,True,0.4602167630866053,1.9,2d_a0.740_rx0.240_ry0.440_N16.csv
a0.740_rx0.240_ry0.440_N20,0.74,0.24,0.44,20,0.22442541210272454,0.22442541210272454,127.9671531700842,True,2.3484517780461913,2.1,2d_a0.740_rx0.240_ry0.440_N20.csv
a0.760_rx0.200_ry0.200_N12,0.76,0.2,0.2,12,0.132887755789238,0.132887755789238,160.5623518455809,True,0.6196544243130191,1.6,2d_a0.760_rx0.200_ry0.200_N12.csv
a0.760_rx0.200_ry0.200_N16,0.76,0.2,0.2,16,0.058577136449201435,0.058577136449201435,126.48945623815575,True,3.5730648212439045,2.0,2d_a0.760_rx0.200_ry0.200_N16.csv
a0.760_rx0.200_ry0.200_N20,0.76,0.2,0.2,20,0.02485726234961253,0.02485726234961253,127.67139635542094,True,5.638833265042738,2.2,2d_a0.760_rx0.200_ry0.200_N20.csv
a0.760_rx0.200_ry0.240_N12,0.76,0.2,0.24,12,0.11187518347422964,0.11187518347422964,160.5623518455809,True,0.853795486393317,1.7,2d_a0.760_rx0.200_ry0.240_N12.csv
a0.760_rx0.200_ry0.240_N16,0.76,0.2,0.24,16,0.049847448001511266,0.049847448001511266,155.34427420292423,True,4.8543766073141885,1.9,2d_a0.760_rx0.200_ry0.240_N16.csv
a0.760_rx0.200_ry0.240_N20,0.76,0.2,0.24,20,0.02903709427946437,0.02903709427946437,127.08020898843802,True,9.522153936710746,2.2,2d_a0.760_rx0.200_ry0.240_N20.csv
a0.760_rx0.200_ry0.280_N12,0.76,0.2,0.28,12,0.09935475537028632,0.09935475537028632,157.18215424303344,True,1.4918664092472562,1.6,2d_a0.760_rx0.200_ry0.280_N12.csv
a0.760_rx0.200_ry0.280_N16,0.76,0.2,0.28,16,0.04542578360933941,0.04542578360933941,109.83367778228512,True,4.762783548254485,1.9,2d_a0.760_rx0.200_ry0.280_N16.csv
a0.760_rx0.200_ry0.280_N20,0.76,0.2,0.28,20,0.03119711913866413,0.03119711913866413,118.84900357413403,True,10.911247471420307,2.2,2d_a0.760_rx0.200_ry0.280_N20.csv
a0.760_rx0.200_ry0.320_N12,0.76,0.2,0.32,12,0.09274543939858476,0.09274543939858476,157.7956992317529,True,1.2920340728707385,1.6,2d_a0.760_rx0.200_ry0.320_N12.csv
a0.760_rx0.200_ry0.320_N16,0.76,0.2,0.32,16,0.042216381634604616,0.042216381634604616,102.63697161744403,True,11.517687427402056,1.9,2d_a0.760_rx0.200_ry0.320_N16.csv
a0.760_rx0.200_ry0.320_N20,0.76,0.2,0.32,20,0.03862341435225296,0.03862341435225296,113.60189149918165,True,16.431661207739058,2.1,2d_a0.760_rx0.200_ry0.320_N20.csv
a0.760_rx0.200_ry0.360_N12,0.76,0.2,0.36,12,0.06460906709836563,0.06460906709836563,152.2902930220514,True,2.6025012535250682,1.6,2d_a0.760_rx0.200_ry0.360_N12.csv
a0.760_rx0.200_ry0.360_N16,0.76,0.2,0.36,16,0.021475071564172266,0.021475071564172266,90.97437556952036,True,5.616006621471569,1.9,2d_a0.760_rx0.200_ry0.360_N16.csv
a0.760_rx0.200_ry0.360_N20,0.76,0.2,0.36,20,0.01796097902468917,0.01796097902468917,101.49154037462017,True,12.512967243108593,2.1,2d_a0.760_rx0.200_ry0.360_N20.csv
a0.760_rx0.200_ry0.400_N12,0.76,0.2,0.4,12,0.036221656554096086,0.036221656554096086,144.101231444243,True,6.894080615560751,1.6,2d_a0.760_rx0.200_ry0.400_N12.csv
a0.760_rx0.200_ry0.400_N16,0.76,0.2,0.4,16,0.015087934990461948,0.015087934990461948,89.84575701799463,True,3.637879774323923,1.9,2d_a0.760_rx0.200_ry0.400_N16.csv
a0.760_rx0.200_ry0.400_N20,0.76,0.2,0.4,20,0.019064449160912243,0.019064449160912243,100.3477658755935,True,11.74753161698634,2.2,2d_a0.760_rx0.200_ry0.400_N20.csv
a0.760_rx0.200_ry0.440_N12,0.76,0.2,0.44,12,0.04732826701317486,0.04732826701317486,137.7885456268134,True,5.354349874662569,1.6,2d_a0.760_rx0.200_ry0.440_N12.csv
a0.760_rx0.200_ry0.440_N16,0.76,0.2,0.44,16,0.03830736113842373,0.03830736113842373,147.12461915756876,True,4.514971100314682,1.9,2d_a0.760_rx0.200_ry0.440_N16.csv
a0.760_rx0.200_ry0.440_N20,0.76,0.2,0.44,20,0.03626855622994521,0.03626855622994521,100.06208069590616,True,10.317976165975054,2.1,2d_a0.760_rx0.200_ry0.440_N20.csv
a0.760_rx0.220_ry0.200_N12,0.76,0.22,0.2,12,0.15577899820284585,0.15577899820284585,160.5623518455809,True,0.5949619816304301,1.6,2d_a0.760_rx0.220_ry0.200_N12.csv
a0.760_rx0.220_ry0.200_N16,0.76,0.22,0.2,16,0.08284708939135534,0.08284708939135534,160.5623518455809,True,1.8655739865058987,2.0,2d_a0.760_rx0.220_ry0.200_N16.csv
a0.760_rx0.220_ry0.200_N20,0.76,0.22,0.2,20,0.04438050348291174,0.04438050348291174,130.63386925851592,True,3.437903262441592,2.2,2d_a0.760_rx0.220_ry0.200_N20.csv
a0.760_rx0.220_ry0.240_N12,0.76,0.22,0.24,12,0.10839759237333292,0.10839759237333292,156.56906875252707,True,1.4641610286858884,1.6,2d_a0.760_rx0.220_ry0.240_N12.csv
a0.760_rx0.220_ry0.240_N16,0.76,0.22,0.24,16,0.0760782547465143,0.0760782547465143,155.03836194659084,True,1.41907684284456,1.9,2d_a0.760_rx0.220_ry0.240_N16.csv
a0.760_rx0.220_ry0.240_N20,0.76,0.22,0.24,20,0.05238615834988895,0.05238615834988895,129.7439816798351,True,7.52391195757969,2.2,2d_a0.760_rx0.220_ry0.240_N20.csv
a0.760_rx0.220_ry0.280_N12,0.76,0.22,0.28,12,0.10655388309836566,0.10655388309836566,154.73256411414263,True,1.8870178909222437,1.6,2d_a0.760_rx0.220_ry0.280_N12.csv
a0.760_rx0.220_ry0.280_N16,0.76,0.22,0.28,16,0.09142968098517208,0.09142968098517208,120.60572760093714,True,3.4877466217336672,1.9,2d_a0.760_rx0.220_ry0.280_N16.csv
a0.760_rx0.220_ry0.280_N20,0.76,0.22,0.28,20,0.0699115081676793,0.0699115081676793,121.48553799435331,True,5.621777693905032,2.2,2d_a0.760_rx0.220_ry0.280_N20.csv
a0.760_rx0.220_ry0.320_N12,0.76,0.22,0.32,12,0.15394850003154717,0.15394850003154717,148.94406075351958,True,3.0001026508783735,1.6,2d_a0.760_rx0.220_ry0.320_N12.csv
a0.760_rx0.220_ry0.320_N16,0.76,0.22,0.32,16,0.08971706565489948,0.08971706565489948,108.96661925150693,True,5.277165470827548,1.9,2d_a0.760_rx0.220_ry0.320_N16.csv
a0.760_rx0.220_ry0.320_N20,0.76,0.22,0.32,20,0.08166290379820143,0.08166290379820143,111.86049881334634,True,11.595735034367797,2.2,2d_a0.760_rx0.220_ry0.320_N20.csv
a0.760_rx0.220_ry0.360_N12,0.76,0.22,0.36,12,0.1237053230160958,0.1237053230160958,142.5937468706411,True,5.760590697967388,1.6,2d_a0.760_rx0.220_ry0.360_N12.csv
a0.760_rx0.220_ry0.360_N16,0.76,0.22,0.36,16,0.06812433534170628,0.06812433534170628,90.40986352362597,True,8.569984878571868,1.9,2d_a0.760_rx0.220_ry0.360_N16.csv
a0.760_rx0.220_ry0.360_N20,0.76,0.22,0.36,20,0.06887006638099594,0.06887006638099594,102.0640486781599,True,13.108277843334221,2.2,2d_a0.760_rx0.220_ry0.360_N20.csv
a0.760_rx0.220_ry0.400_N12,0.76,0.22,0.4,12,0.11174038472470081,0.11174038472470081,138.0880367770876,True,3.9608072981824467,1.6,2d_a0.760_rx0.220_ry0.400_N12.csv
a0.760_rx0.220_ry0.400_N16,0.76,0.22,0.4,16,0.048670304818116385,0.048670304818116385,146.2164216130227,True,5.046887773988873,1.9,2d_a0.760_rx0.220_ry0.400_N16.csv
a0.760_rx0.220_ry0.400_N20,0.76,0.22,0.4,20,0.07776097350250531,0.07776097350250531,94.08646043553222,True,10.635551792951823,2.2,2d_a0.760_rx0.220_ry0.400_N20.csv
a0.760_rx0.220_ry0.440_N12,0.76,0.22,0.44,12,0.15219667224034436,0.15219667224034436,132.4165992169144,True,2.9727268729372787,1.6,2d_a0.760_rx0.220_ry0.440_N12.csv
a0.760_rx0.220_ry0.440_N16,0.76,0.22,0.44,16,0.08416145585086779,0.08416145585086779,150.46337311027014,True,4.627513268959999,1.9,2d_a0.760_rx0.220_ry0.440_N16.csv
a0.760_rx0.220_ry0.440_N20,0.76,0.22,0.44,20,0.10137112097158558,0.10137112097158558,108.96661925150693,True,8.263466463164736,2.2,2d_a0.760_rx0.220_ry0.440_N20.csv
a0.760_rx0.240_ry0.200_N12,0.76,0.24,0.2,12,0.16592514727184302,0.16592514727184302,158.409704235459,True,1.0898609906447498,1.6,2d_a0.760_rx0.240_ry0.200_N12.csv
a0.760_rx0.240_ry0.200_N16,0.76,0.24,0.2,16,0.061942095493699556,0.061942095493699556,160.5623518455809,True,0.6733859898141096,2.0,2d_a0.760_rx0.240_ry0.200_N16.csv
a0.760_rx0.240_ry0.200_N20,0.76,0.24,0.2,20,0.06564490063900849,0.06564490063900849,160.5623518455809,True,3.3332175920719966,2.2,2d_a0.760_rx0.240_ry0.200_N20.csv
a0.760_rx0.240_ry0.240_N12,0.76,0.24,0.24,12,0.13467905107129377,0.13467905107129377,155.03836194659084,True,1.6216452525730076,1.6,2d_a0.760_rx0.240_ry0.240_N12.csv
a0.760_rx0.240_ry0.240_N16,0.76,0.24,0.24,16,0.1043626263168908,0.1043626263168908,158.1026441994038,True,1.1199425077923384,1.9,2d_a0.760_rx0.240_ry0.240_N16.csv
a0.760_rx0.240_ry0.240_N20,0.76,0.24,0.24,20,0.07237755202451293,0.07237755202451293,131.8219175841018,True,3.060399545971376,2.2,2d_a0.760_rx0.240_ry0.240_N20.csv
a0.760_rx0.240_ry0.280_N12,0.76,0.24,0.28,12,0.1913969037404052,0.1913969037404052,152.90017642992598,True,1.7551741812832895,1.6,2d_a0.760_rx0.240_ry0.280_N12.csv
a0.760_rx0.240_ry0.280_N16,0.76,0.24,0.28,16,0.13229777731894737,0.13229777731894737,160.5623518455809,True,2.621875701125944,1.9,2d_a0.760_rx0.240_ry0.280_N16.csv
a0.760_rx0.240_ry0.280_N20,0.76,0.24,0.28,20,0.10927091200854762,0.10927091200854762,128.26301881890208,True,4.690968827592879,2.2,2d_a0.760_rx0.240_ry0.280_N20.csv
a0.760_rx0.240_ry0.320_N12,0.76,0.24,0.32,12,0.22206775403164028,0.22206775403164028,143.49790162269824,True,4.147408931263177,1.6,2d_a0.760_rx0.240_ry0.320_N12.csv
a0.760_rx0.240_ry0.320_N16,0.76,0.24,0.32,16,0.1564373403302676,0.1564373403302676,147.12461915756876,True,4.049137261304692,1.9,2d_a0.760_rx0.240_ry0.320_N16.csv
a0.760_rx0.240_ry0.320_N20,0.76,0.24,0.32,20,0.1455055170822656,0.1455055170822656,113.89249407752845,True,4.1000370296308155,2.2,2d_a0.760_rx0.240_ry0.320_N20.csv
a0.760_rx0.240_ry0.360_N12,0.76,0.24,0.36,12,0.20352873904565408,0.20352873904565408,141.08905807703468,True,3.683064360632626,1.6,2d_a0.760_rx0.240_ry0.360_N12.csv
a0.760_rx0.240_ry0.360_N16,0.76,0.24,0.36,16,0.036820093787157296,0.036820093787157296,150.1592839604632,True,8.901157154036603,1.9,2d_a0.760_rx0.240_ry0.360_N16.csv
a0.760_rx0.240_ry0.360_N20,0.76,0.24,0.36,20,0.15038786575113433,0.15038786575113433,102.35045829018622,True,7.582333244296057,2.2,2d_a0.760_rx0.240_ry0.360_N20.csv
a0.760_rx0.240_ry0.400_N12,0.76,0.24,0.4,12,0.21651684846933839,0.21651684846933839,131.8219175841018,True,3.03028088179868,1.6,2d_a0.760_rx0.240_ry0.400_N12.csv
a0.760_rx0.240_ry0.400_N16,0.76,0.24,0.4,16,0.0076099163420247215,0.0076099163420247215,146.51904146225365,True,5.748931810448514,1.9,2d_a0.760_rx0.240_ry0.400_N16.csv
a0.760_rx0.240_ry0.400_N20,0.76,0.24,0.4,20,0.18477927716676612,0.18477927716676612,102.35045829018622,True,12.505341934126571,2.2,2d_a0.760_rx0.240_ry0.400_N20.csv
a0.760_rx0.240_ry0.440_N12,0.76,0.24,0.44,12,0.23073372636268583,0.23073372636268583,160.5623518455809,True,0.6906542805431464,1.6,2d_a0.760_rx0.240_ry0.440_N12.csv
a0.760_rx0.240_ry0.440_N16,0.76,0.24,0.44,16,0.1919552115857832,0.1919552115857832,146.2164216130227,True,1.9902309758976444,1.9,2d_a0.760_rx0.240_ry0.440_N16.csv
a0.760_rx0.240_ry0.440_N20,0.76,0.24,0.44,20,0.14924301700290854,0.14924301700290854,113.60189149918165,True,4.25960943268871,2.2,2d_a0.760_rx0.240_ry0.440_N20.csv
a0.780_rx0.200_ry0.200_N12,0.78,0.2,0.2,12,0.09805352025279775,0.09805352025279775,160.5623518455809,True,5.306430737572377,1.6,2d_a0.780_rx0.200_ry0.200_N12.csv
a0.780_rx0.200_ry0.200_N16,0.78,0.2,0.2,16,0.019717304976229606,0.019717304976229606,123.54219499362716,True,6.101816058046236,2.0,2d_a0.780_rx0.200_ry0.200_N16.csv
a0.780_rx0.200_ry0.200_N20,0.78,0.2,0.2,20,0.02834095752620288,0.02834095752620288,135.39660152216538,True,9.311236722153703,2.2,2d_a0.780_rx0.200_ry0.200_N20.csv
a0.780_rx0.200_ry0.240_N12,0.78,0.2,0.24,12,0.05917319989910804,0.05917319989910804,159.63909635880532,True,2.160933204474711,1.6,2d_a0.780_rx0.200_ry0.240_N12.csv
a0.780_rx0.200_ry0.240_N16,0.78,0.2,0.24,16,0.012219007669831031,0.012219007669831031,122.66012412280861,True,13.470613874002726,1.9,2d_a0.780_rx0.200_ry0.240_N16.csv
a0.780_rx0.200_ry0.240_N20,0.78,0.2,0.24,20,0.006752659990067729,0.006752659990067729,131.8219175841018,True,14.29853620106212,2.2,2d_a0.780_rx0.200_ry0.240_N20.csv
a0.780_rx0.200_ry0.280_N12,0.78,0.2,0.28,12,0.07065325929269178,0.07065325929269178,159.63909635880532,True,2.3004965808188262,1.7,2d_a0.780_rx0.200_ry0.280_N12.csv
a0.780_rx0.200_ry0.280_N16,0.78,0.2,0.28,16,0.010801427057874931,0.010801427057874931,119.14152308597613,True,17.386568576391408,1.9,2d_a0.780_rx0.200_ry0.280_N16.csv
a0.780_rx0.200_ry0.280_N20,0.78,0.2,0.28,20,0.015261669373951322,0.015261669373951322,127.67139635542094,True,15.293294794912113,2.2,2d_a0.780_rx0.200_ry0.280_N20.csv
a0.780_rx0.200_ry0.320_N12,0.78,0.2,0.32,12,0.055401592937317085,0.055401592937317085,160.5623518455809,True,4.980071540043023,1.7,2d_a0.780_rx0.200_ry0.320_N12.csv
a0.780_rx0.200_ry0.320_N16,0.78,0.2,0.32,16,0.0037153975602979275,0.0037153975602979275,109.54455315490986,True,11.56729002601224,1.9,2d_a0.780_rx0.200_ry0.320_N16.csv
a0.780_rx0.200_ry0.320_N20,0.78,0.2,0.32,20,0.0010180547428830157,0.0010180547428830157,122.95403990719842,True,25.840265023794817,2.2,2d_a0.780_rx0.200_ry0.320_N20.csv
a0.780_rx0.200_ry0.360_N12,0.78,0.2,0.36,12,0.03714242395518562,0.03714242395518562,152.5951777701232,True,2.5278363330571625,1.6,2d_a0.780_rx0.200_ry0.360_N12.csv
a0.780_rx0.200_ry0.360_N16,0.78,0.2,0.36,16,0.00552731599319692,0.00552731599319692,108.96661925150693,True,19.27511351045878,1.9,2d_a0.780_rx0.200_ry0.360_N16.csv
a0.780_rx0.200_ry0.360_N20,0.78,0.2,0.36,20,0.002988335266975507,0.002988335266975507,121.48553799435331,True,23.179104158333605,2.2,2d_a0.780_rx0.200_ry0.360_N20.csv
a0.780_rx0.200_ry0.400_N12,0.78,0.2,0.4,12,0.024666383834690237,0.024666383834690237,123.83643441438835,True,0.9783392646358022,1.7,2d_a0.780_rx0.200_ry0.400_N12.csv
a0.780_rx0.200_ry0.400_N16,0.78,0.2,0.4,16,0.003650373560437872,0.003650373560437872,108.67780986084813,True,3.381486072476535,1.9,2d_a0.780_rx0.200_ry0.400_N16.csv
a0.780_rx0.200_ry0.400_N20,0.78,0.2,0.4,20,0.0019576452657607884,0.0019576452657607884,116.80435951821505,True,5.1554932658555455,2.2,2d_a0.780_rx0.200_ry0.400_N20.csv
a0.780_rx0.200_ry0.440_N12,0.78,0.2,0.44,12,0.011392308895527996,0.011392308895527996,114.47401729614626,True,1.1653212012205418,1.7,2d_a0.780_rx0.200_ry0.440_N12.csv
a0.780_rx0.200_ry0.440_N16,0.78,0.2,0.44,16,0.0008540017874264979,0.0008540017874264979,106.94715576714952,True,2.9196535938901262,1.9,2d_a0.780_rx0.200_ry0.440_N16.csv
a0.780_rx0.200_ry0.440_N20,0.78,0.2,0.44,20,0.00024859601613537983,0.00024859601613537983,119.43414964978956,True,3.250990483770807,2.2,2d_a0.780_rx0.200_ry0.440_N20.csv
a0.780_rx0.220_ry0.200_N12,0.78,0.22,0.2,12,0.13945179843611505,0.13945179843611505,160.5623518455809,True,1.5139753954775148,1.7,2d_a0.780_rx0.220_ry0.200_N12.csv
a0.780_rx0.220_ry0.200_N16,0.78,0.22,0.2,16,0.04613623623569159,0.04613623623569159,126.19424269453361,True,6.132784511912368,2.0,2d_a0.780_rx0.220_ry0.200_N16.csv
a0.780_rx0.220_ry0.200_N20,0.78,0.22,0.2,20,0.006850222609001682,0.006850222609001682,160.5623518455809,True,12.019630147180294,2.3,2d_a0.780_rx0.220_ry0.200_N20.csv
a0.780_rx0.220_ry0.240_N12,0.78,0.22,0.24,12,0.12075562764593717,0.12075562764593717,160.5623518455809,True,0.7170030758364441,1.7,2d_a0.780_rx0.220_ry0.240_N12.csv
a0.780_rx0.220_ry0.240_N16,0.78,0.22,0.24,16,0.04567903007014769,0.04567903007014769,128.85507685938546,True,7.834526663908966,1.9,2d_a0.780_rx0.220_ry0.240_N16.csv
a0.780_rx0.220_ry0.240_N20,0.78,0.22,0.24,20,0.0015774709834726153,0.0015774709834726153,131.5247412261117,True,6.976539587124281,2.2,2d_a0.780_rx0.220_ry0.240_N20.csv
a0.780_rx0.220_ry0.280_N12,0.78,0.22,0.28,12,0.06779510743372369,0.06779510743372369,160.5623518455809,True,0.543605884380078,1.7,2d_a0.780_rx0.220_ry0.280_N12.csv
a0.780_rx0.220_ry0.280_N16,0.78,0.22,0.28,16,0.038267261371819225,0.038267261371819225,116.80435951821505,True,4.172659935575308,2.0,2d_a0.780_rx0.220_ry0.280_N16.csv
a0.780_rx0.220_ry0.280_N20,0.78,0.22,0.28,20,0.00958959364985097,0.00958959364985097,133.9052248145615,True,21.849321814871686,2.2,2d_a0.780_rx0.220_ry0.280_N20.csv
a0.780_rx0.220_ry0.320_N12,0.78,0.22,0.32,12,0.019597151993737703,0.019597151993737703,160.5623518455809,True,2.943851680637724,1.7,2d_a0.780_rx0.220_ry0.320_N12.csv
a0.780_rx0.220_ry0.320_N16,0.78,0.22,0.32,16,0.043041151896457866,0.043041151896457866,110.41224267527514,True,10.954925875948028,1.9,2d_a0.780_rx0.220_ry0.320_N16.csv
a0.780_rx0.220_ry0.320_N20,0.78,0.22,0.32,20,0.008239235534786673,0.008239235534786673,123.83643441438835,True,12.78201309181317,2.2,2d_a0.780_rx0.220_ry0.320_N20.csv
a0.780_rx0.220_ry0.360_N12,0.78,0.22,0.36,12,0.038703520454594985,0.038703520454594985,156.87555409277184,True,1.858088783112501,1.7,2d_a0.780_rx0.220_ry0.360_N12.csv
a0.780_rx0.220_ry0.360_N16,0.78,0.22,0.36,16,0.03439374316635894,0.03439374316635894,100.63355437722635,True,6.768154801919777,1.9,2d_a0.780_rx0.220_ry0.360_N16.csv
