label,a,rx,ry,N,T_min,T_min_gap,gap_nm,has_gap,T_max,time_s,filename
a0.700_rx0.200_ry0.320_N20,0.7,0.2,0.32,20,0.1174655349845422,0.1174655349845422,136.8907369732167,True,18.205358104433813,2.0,2d_a0.700_rx0.200_ry0.320_N20.csv
a0.700_rx0.200_ry0.360_N12,0.7,0.2,0.36,12,0.46257648544405305,0.46257648544405305,160.5623518455809,True,0.5885999666148465,1.5,2d_a0.700_rx0.200_ry0.360_N12.csv
a0.700_rx0.200_ry0.360_N16,0.7,0.2,0.36,16,0.5015902074199977,0.5015902074199977,160.5623518455809,True,0.6485834092804147,1.8,2d_a0.700_rx0.200_ry0.360_N16.csv
a0.700_rx0.200_ry0.360_N20,0.7,0.2,0.36,20,0.09790580500715793,0.09790580500715793,142.5937468706411,True,19.40727383130258,2.0,2d_a0.700_rx0.200_ry0.360_N20.csv
a0.700_rx0.200_ry0.400_N12,0.7,0.2,0.4,12,0.5133518559683262,0.5133518559683262,160.5623518455809,True,0.8169419019297203,1.6,2d_a0.700_rx0.200_ry0.400_N12.csv
a0.700_rx0.200_ry0.400_N16,0.7,0.2,0.4,16,0.497639045571022,0.497639045571022,160.5623518455809,True,0.8109964637139451,1.8,2d_a0.700_rx0.200_ry0.400_N16.csv
a0.700_rx0.200_ry0.400_N20,0.7,0.2,0.4,20,0.4821258103405022,0.4821258103405022,143.19640477037183,True,2.2458909594480474,2.0,2d_a0.700_rx0.200_ry0.400_N20.csv
a0.700_rx0.200_ry0.440_N12,0.7,0.2,0.44,12,0.3488979166553783,0.3488979166553783,153.51051574017993,True,1.2315921017389186,1.5,2d_a0.700_rx0.200_ry0.440_N12.csv
a0.700_rx0.200_ry0.440_N16,0.7,0.2,0.44,16,0.30442199300992046,0.30442199300992046,156.87555409277184,True,1.067937287207473,1.8,2d_a0.700_rx0.200_ry0.440_N16.csv
a0.700_rx0.200_ry0.440_N20,0.7,0.2,0.44,20,0.26796530926395,0.26796530926395,143.19640477037183,True,1.2445533077667068,2.0,2d_a0.700_rx0.200_ry0.440_N20.csv
a0.700_rx0.220_ry0.200_N12,0.7,0.22,0.2,12,0.21816535866409079,0.21816535866409079,160.5623518455809,True,1.0414366211524058,1.5,2d_a0.700_rx0.220_ry0.200_N12.csv
a0.700_rx0.220_ry0.200_N16,0.7,0.22,0.2,16,0.030003464460389494,0.030003464460389494,160.5623518455809,True,0.4749033065687009,1.8,2d_a0.700_rx0.220_ry0.200_N16.csv
a0.700_rx0.220_ry0.200_N20,0.7,0.22,0.2,20,0.05544550442256643,0.05544550442256643,132.71410461310825,True,19.39243771488945,2.0,2d_a0.700_rx0.220_ry0.200_N20.csv
a0.700_rx0.220_ry0.240_N12,0.7,0.22,0.24,12,0.2464274999851589,0.2464274999851589,160.5623518455809,True,0.7802726007343426,1.6,2d_a0.700_rx0.220_ry0.240_N12.csv
a0.700_rx0.220_ry0.240_N16,0.7,0.22,0.24,16,0.11765475606588086,0.11765475606588086,160.5623518455809,True,0.567852659541466,1.8,2d_a0.700_rx0.220_ry0.240_N16.csv
a0.700_rx0.220_ry0.240_N20,0.7,0.22,0.24,20,0.07760911202225466,0.07760911202225466,134.20327982341996,True,11.889803898370007,2.0,2d_a0.700_rx0.220_ry0.240_N20.csv
a0.700_rx0.220_ry0.280_N12,0.7,0.22,0.28,12,0.318853302467211,0.318853302467211,160.5623518455809,True,0.5380177981229314,1.6,2d_a0.700_rx0.220_ry0.280_N12.csv
a0.700_rx0.220_ry0.280_N16,0.7,0.22,0.28,16,0.17128536659185398,0.17128536659185398,160.5623518455809,True,0.45670134983738947,1.8,2d_a0.700_rx0.220_ry0.280_N16.csv
a0.700_rx0.220_ry0.280_N20,0.7,0.22,0.28,20,0.11558822942519767,0.11558822942519767,133.9052248145615,True,16.36682533023107,2.1,2d_a0.700_rx0.220_ry0.280_N20.csv
a0.700_rx0.220_ry0.320_N12,0.7,0.22,0.32,12,0.41319524343970165,0.41319524343970165,160.5623518455809,True,0.5397607950511012,1.6,2d_a0.700_rx0.220_ry0.320_N12.csv
a0.700_rx0.220_ry0.320_N16,0.7,0.22,0.32,16,0.35624801257348754,0.35624801257348754,160.5623518455809,True,0.53287717694394,1.8,2d_a0.700_rx0.220_ry0.320_N16.csv
a0.700_rx0.220_ry0.320_N20,0.7,0.22,0.32,20,0.13408691749300267,0.13408691749300267,139.28711101564363,True,14.058873343698291,2.1,2d_a0.700_rx0.220_ry0.320_N20.csv
a0.700_rx0.220_ry0.360_N12,0.7,0.22,0.36,12,0.4699708001647873,0.4699708001647873,160.5623518455809,True,0.8153539198329864,1.6,2d_a0.700_rx0.220_ry0.360_N12.csv
a0.700_rx0.220_ry0.360_N16,0.7,0.22,0.36,16,0.43915454693493733,0.43915454693493733,160.5623518455809,True,0.6581970802477961,1.8,2d_a0.700_rx0.220_ry0.360_N16.csv
a0.700_rx0.220_ry0.360_N20,0.7,0.22,0.36,20,0.20272338817492555,0.20272338817492555,143.49790162269824,True,6.280559021025591,2.1,2d_a0.700_rx0.220_ry0.360_N20.csv
a0.700_rx0.220_ry0.400_N12,0.7,0.22,0.4,12,0.48046535856051237,0.48046535856051237,158.71687940463585,True,0.9340845416712299,1.6,2d_a0.700_rx0.220_ry0.400_N12.csv
a0.700_rx0.220_ry0.400_N16,0.7,0.22,0.4,16,0.4663380408407996,0.4663380408407996,149.85530821328553,True,1.209858664065646,1.8,2d_a0.700_rx0.220_ry0.400_N16.csv
a0.700_rx0.220_ry0.400_N20,0.7,0.22,0.4,20,0.2780217332805142,0.2780217332805142,141.38977254674933,True,5.796360187727868,2.1,2d_a0.700_rx0.220_ry0.400_N20.csv
a0.700_rx0.220_ry0.440_N12,0.7,0.22,0.44,12,0.3033093716281762,0.3033093716281762,158.409704235459,True,1.023171511270401,1.6,2d_a0.700_rx0.220_ry0.440_N12.csv
a0.700_rx0.220_ry0.440_N16,0.7,0.22,0.44,16,0.26772452873501706,0.26772452873501706,160.5623518455809,True,0.6799879534001839,1.8,2d_a0.700_rx0.220_ry0.440_N16.csv
a0.700_rx0.220_ry0.440_N20,0.7,0.22,0.44,20,0.23618700270787524,0.23618700270787524,132.4165992169144,True,3.462497094933985,2.1,2d_a0.700_rx0.220_ry0.440_N20.csv
a0.700_rx0.240_ry0.200_N12,0.7,0.24,0.2,12,0.22244882645242578,0.22244882645242578,160.5623518455809,True,0.6990924479636722,1.6,2d_a0.700_rx0.240_ry0.200_N12.csv
a0.700_rx0.240_ry0.200_N16,0.7,0.24,0.2,16,0.06274340552480814,0.06274340552480814,160.5623518455809,True,0.3443656258285849,1.8,2d_a0.700_rx0.240_ry0.200_N16.csv
a0.700_rx0.240_ry0.200_N20,0.7,0.24,0.2,20,0.07730123862359872,0.07730123862359872,133.60727985001108,True,11.34498036933281,2.1,2d_a0.700_rx0.240_ry0.200_N20.csv
a0.700_rx0.240_ry0.240_N12,0.7,0.24,0.24,12,0.2445972324755723,0.2445972324755723,160.5623518455809,True,0.5925702427414826,1.6,2d_a0.700_rx0.240_ry0.240_N12.csv
a0.700_rx0.240_ry0.240_N16,0.7,0.24,0.24,16,0.13044354639488165,0.13044354639488165,160.5623518455809,True,0.3828461017549501,1.8,2d_a0.700_rx0.240_ry0.240_N16.csv
a0.700_rx0.240_ry0.240_N20,0.7,0.24,0.24,20,0.09117702092127031,0.09117702092127031,133.3094448688364,True,11.182017005145726,2.1,2d_a0.700_rx0.240_ry0.240_N20.csv
a0.700_rx0.240_ry0.280_N12,0.7,0.24,0.28,12,0.3080125659306298,0.3080125659306298,160.5623518455809,True,0.46531462498539866,1.6,2d_a0.700_rx0.240_ry0.280_N12.csv
a0.700_rx0.240_ry0.280_N16,0.7,0.24,0.28,16,0.21749018666750122,0.21749018666750122,160.5623518455809,True,0.446985944785125,1.8,2d_a0.700_rx0.240_ry0.280_N16.csv
a0.700_rx0.240_ry0.280_N20,0.7,0.24,0.28,20,0.14076709362876258,0.14076709362876258,134.50144493756443,True,12.156257758589648,2.1,2d_a0.700_rx0.240_ry0.280_N20.csv
a0.700_rx0.240_ry0.320_N12,0.7,0.24,0.32,12,0.3620146963788192,0.3620146963788192,160.5623518455809,True,0.5253431070994456,1.6,2d_a0.700_rx0.240_ry0.320_N12.csv
a0.700_rx0.240_ry0.320_N16,0.7,0.24,0.32,16,0.316648410677575,0.316648410677575,160.5623518455809,True,0.5240477127878327,1.8,2d_a0.700_rx0.240_ry0.320_N16.csv
a0.700_rx0.240_ry0.320_N20,0.7,0.24,0.32,20,0.2081761408699806,0.2081761408699806,141.08905807703468,True,8.71146961125114,2.1,2d_a0.700_rx0.240_ry0.320_N20.csv
a0.700_rx0.240_ry0.360_N12,0.7,0.24,0.36,12,0.4657717160915488,0.4657717160915488,158.1026441994038,True,1.000779212993529,1.6,2d_a0.700_rx0.240_ry0.360_N12.csv
a0.700_rx0.240_ry0.360_N16,0.7,0.24,0.36,16,0.4244272112966298,0.4244272112966298,160.5623518455809,True,0.8748752836789089,1.8,2d_a0.700_rx0.240_ry0.360_N16.csv
a0.700_rx0.240_ry0.360_N20,0.7,0.24,0.36,20,0.3085264779812411,0.3085264779812411,139.58715729305163,True,6.5504800914554675,2.1,2d_a0.700_rx0.240_ry0.360_N20.csv
a0.700_rx0.240_ry0.400_N12,0.7,0.24,0.4,12,0.4535925667548203,0.4535925667548203,155.03836194659084,True,1.2675198518445518,1.6,2d_a0.700_rx0.240_ry0.400_N12.csv
a0.700_rx0.240_ry0.400_N16,0.7,0.24,0.4,16,0.44505703431631793,0.44505703431631793,160.5623518455809,True,0.7269366555792699,1.8,2d_a0.700_rx0.240_ry0.400_N16.csv
a0.700_rx0.240_ry0.400_N20,0.7,0.24,0.4,20,0.19926309943781623,0.19926309943781623,143.79951049317492,True,3.0958587258834394,2.1,2d_a0.700_rx0.240_ry0.400_N20.csv
a0.700_rx0.240_ry0.440_N12,0.7,0.24,0.44,12,0.2937699772689116,0.2937699772689116,160.5623518455809,True,0.5255511339765455,1.6,2d_a0.700_rx0.240_ry0.440_N12.csv
a0.700_rx0.240_ry0.440_N16,0.7,0.24,0.44,16,0.2640583542982459,0.2640583542982459,160.5623518455809,True,0.571143177046103,1.8,2d_a0.700_rx0.240_ry0.440_N16.csv
a0.700_rx0.240_ry0.440_N20,0.7,0.24,0.44,20,0.2366770444730178,0.2366770444730178,130.3371307696782,True,4.3225616911001845,2.1,2d_a0.700_rx0.240_ry0.440_N20.csv
a0.720_rx0.200_ry0.200_N12,0.72,0.2,0.2,12,0.20816593345002418,0.20816593345002418,160.5623518455809,True,0.6958495233558393,1.6,2d_a0.720_rx0.200_ry0.200_N12.csv
a0.720_rx0.200_ry0.200_N16,0.72,0.2,0.2,16,0.07145525446042354,0.07145525446042354,138.0880367770876,True,3.6385408606321152,1.8,2d_a0.720_rx0.200_ry0.200_N16.csv
a0.720_rx0.200_ry0.200_N20,0.72,0.2,0.2,20,0.022372402184719125,0.022372402184719125,137.7885456268134,True,7.846305880711951,2.1,2d_a0.720_rx0.200_ry0.200_N20.csv
a0.720_rx0.200_ry0.240_N12,0.72,0.2,0.24,12,0.1608770309525374,0.1608770309525374,160.5623518455809,True,0.9248589367083498,1.6,2d_a0.720_rx0.200_ry0.240_N12.csv
a0.720_rx0.200_ry0.240_N16,0.72,0.2,0.24,16,0.11299750955041697,0.11299750955041697,138.98717588706995,True,5.413328974208736,1.8,2d_a0.720_rx0.200_ry0.240_N16.csv
a0.720_rx0.200_ry0.240_N20,0.72,0.2,0.24,20,0.013407320487083929,0.013407320487083929,134.20327982341996,True,14.8304640910019,2.1,2d_a0.720_rx0.200_ry0.240_N20.csv
a0.720_rx0.200_ry0.280_N12,0.72,0.2,0.28,12,0.03113370829984217,0.03113370829984217,160.5623518455809,True,0.8126431672364163,1.6,2d_a0.720_rx0.200_ry0.280_N12.csv
a0.720_rx0.200_ry0.280_N16,0.72,0.2,0.28,16,0.1569990142823109,0.1569990142823109,132.4165992169144,True,4.2310871451095675,1.8,2d_a0.720_rx0.200_ry0.280_N16.csv
a0.720_rx0.200_ry0.280_N20,0.72,0.2,0.28,20,0.12273379715622028,0.12273379715622028,134.20327982341996,True,15.194032112846052,2.1,2d_a0.720_rx0.200_ry0.280_N20.csv
a0.720_rx0.200_ry0.320_N12,0.72,0.2,0.32,12,0.07100465233813975,0.07100465233813975,160.5623518455809,True,1.7065199429334672,1.6,2d_a0.720_rx0.200_ry0.320_N12.csv
a0.720_rx0.200_ry0.320_N16,0.72,0.2,0.32,16,0.30555019633302666,0.30555019633302666,138.68735184558068,True,6.66828794095047,1.8,2d_a0.720_rx0.200_ry0.320_N16.csv
a0.720_rx0.200_ry0.320_N20,0.72,0.2,0.32,20,0.07667998662003496,0.07667998662003496,137.48916531708323,True,26.43597481317375,2.1,2d_a0.720_rx0.200_ry0.320_N20.csv
a0.720_rx0.200_ry0.360_N12,0.72,0.2,0.36,12,0.4347024074045159,0.4347024074045159,160.5623518455809,True,1.723555111713027,1.6,2d_a0.720_rx0.200_ry0.360_N12.csv
a0.720_rx0.200_ry0.360_N16,0.72,0.2,0.36,16,0.49331940937641483,0.49331940937641483,138.0880367770876,True,2.5243459336870684,1.8,2d_a0.720_rx0.200_ry0.360_N16.csv
a0.720_rx0.200_ry0.360_N20,0.72,0.2,0.36,20,0.444600028231044,0.444600028231044,133.3094448688364,True,17.26678938118798,2.1,2d_a0.720_rx0.200_ry0.360_N20.csv
a0.720_rx0.200_ry0.400_N12,0.72,0.2,0.4,12,0.5083959542402581,0.5083959542402581,160.5623518455809,True,0.9474287059360305,1.6,2d_a0.720_rx0.200_ry0.400_N12.csv
a0.720_rx0.200_ry0.400_N16,0.72,0.2,0.4,16,0.49104158648871515,0.49104158648871515,156.56906875252707,True,1.0391697024325497,1.8,2d_a0.720_rx0.200_ry0.400_N16.csv
a0.720_rx0.200_ry0.400_N20,0.72,0.2,0.4,20,0.4655073906917831,0.4655073906917831,132.71410461310825,True,20.184079015618376,2.1,2d_a0.720_rx0.200_ry0.400_N20.csv
a0.720_rx0.200_ry0.440_N12,0.72,0.2,0.44,12,0.35500020121538534,0.35500020121538534,160.5623518455809,True,0.7691317783636757,1.6,2d_a0.720_rx0.200_ry0.440_N12.csv
a0.720_rx0.200_ry0.440_N16,0.72,0.2,0.44,16,0.3148256139752488,0.3148256139752488,160.5623518455809,True,0.5504441735593185,1.8,2d_a0.720_rx0.200_ry0.440_N16.csv
a0.720_rx0.200_ry0.440_N20,0.72,0.2,0.44,20,0.27681759068483563,0.27681759068483563,135.39660152216538,True,3.2578428012258165,2.1,2d_a0.720_rx0.200_ry0.440_N20.csv
a0.720_rx0.220_ry0.200_N12,0.72,0.22,0.2,12,0.04324795003355284,0.04324795003355284,160.5623518455809,True,0.8695759643332986,1.6,2d_a0.720_rx0.220_ry0.200_N12.csv
a0.720_rx0.220_ry0.200_N16,0.72,0.22,0.2,16,0.10790114936698554,0.10790114936698554,150.46337311027014,True,3.5737662119595486,1.8,2d_a0.720_rx0.220_ry0.200_N16.csv
a0.720_rx0.220_ry0.200_N20,0.72,0.22,0.2,20,0.018082718834527892,0.018082718834527892,135.69520766813162,True,7.692422691776357,2.2,2d_a0.720_rx0.220_ry0.200_N20.csv
a0.720_rx0.220_ry0.240_N12,0.72,0.22,0.24,12,0.0849301269464874,0.0849301269464874,160.5623518455809,True,0.8313431873394291,1.6,2d_a0.720_rx0.220_ry0.240_N12.csv
a0.720_rx0.220_ry0.240_N16,0.72,0.22,0.24,16,0.11965296619087051,0.11965296619087051,137.48916531708323,True,2.055166206148729,1.9,2d_a0.720_rx0.220_ry0.240_N16.csv
a0.720_rx0.220_ry0.240_N20,0.72,0.22,0.24,20,0.004384529341803554,0.004384529341803554,135.09810572584684,True,11.504646265108256,2.1,2d_a0.720_rx0.220_ry0.240_N20.csv
a0.720_rx0.220_ry0.280_N12,0.72,0.22,0.28,12,0.08272833254602795,0.08272833254602795,160.5623518455809,True,1.2573162718193194,1.6,2d_a0.720_rx0.220_ry0.280_N12.csv
a0.720_rx0.220_ry0.280_N16,0.72,0.22,0.28,16,0.19124030798185152,0.19124030798185152,141.9915362953859,True,3.9585830715286128,1.9,2d_a0.720_rx0.220_ry0.280_N16.csv
a0.720_rx0.220_ry0.280_N20,0.72,0.22,0.28,20,0.032276001880802783,0.032276001880802783,138.0880367770876,True,10.227334768593693,2.1,2d_a0.720_rx0.220_ry0.280_N20.csv
a0.720_rx0.220_ry0.320_N12,0.72,0.22,0.32,12,0.31426800757328527,0.31426800757328527,160.5623518455809,True,2.074009892026643,1.6,2d_a0.720_rx0.220_ry0.320_N12.csv
a0.720_rx0.220_ry0.320_N16,0.72,0.22,0.32,16,0.34543924676294174,0.34543924676294174,160.5623518455809,True,3.122282012657842,1.8,2d_a0.720_rx0.220_ry0.320_N16.csv
a0.720_rx0.220_ry0.320_N20,0.72,0.22,0.32,20,0.01901717745764393,0.01901717745764393,136.59168881617438,True,11.004839960160295,2.1,2d_a0.720_rx0.220_ry0.320_N20.csv
a0.720_rx0.220_ry0.360_N12,0.72,0.22,0.36,12,0.4518477826113449,0.4518477826113449,160.5623518455809,True,1.0159457417955315,1.6,2d_a0.720_rx0.220_ry0.360_N12.csv
a0.720_rx0.220_ry0.360_N16,0.72,0.22,0.36,16,0.48292052273482033,0.48292052273482033,160.5623518455809,True,0.9933610883217909,1.8,2d_a0.720_rx0.220_ry0.360_N16.csv
a0.720_rx0.220_ry0.360_N20,0.72,0.22,0.36,20,0.44146485463611085,0.44146485463611085,137.18989578637616,True,17.08209740164883,2.1,2d_a0.720_rx0.220_ry0.360_N20.csv
a0.720_rx0.220_ry0.400_N12,0.72,0.22,0.4,12,0.47760915528653125,0.47760915528653125,154.42688064139224,True,1.1194793432607986,1.6,2d_a0.720_rx0.220_ry0.400_N12.csv
a0.720_rx0.220_ry0.400_N16,0.72,0.22,0.4,16,0.45652962927703383,0.45652962927703383,160.25448451587545,True,0.9001862232290384,1.8,2d_a0.720_rx0.220_ry0.400_N16.csv
a0.720_rx0.220_ry0.400_N20,0.72,0.22,0.4,20,0.4169024262318117,0.4169024262318117,140.7884551276129,True,3.7250956086011935,2.1,2d_a0.720_rx0.220_ry0.400_N20.csv
a0.720_rx0.220_ry0.440_N12,0.72,0.22,0.44,12,0.31130119523696254,0.31130119523696254,151.07189187170502,True,1.5583991099323717,1.6,2d_a0.720_rx0.220_ry0.440_N12.csv
a0.720_rx0.220_ry0.440_N16,0.72,0.22,0.44,16,0.26713816003263774,0.26713816003263774,160.5623518455809,True,0.653391260182092,1.8,2d_a0.720_rx0.220_ry0.440_N16.csv
a0.720_rx0.220_ry0.440_N20,0.72,0.22,0.44,20,0.2407343933646314,0.2407343933646314,129.15126937135415,True,3.621207774783408,2.1,2d_a0.720_rx0.220_ry0.440_N20.csv
a0.720_rx0.240_ry0.200_N12,0.72,0.24,0.2,12,0.18183983338850035,0.18183983338850035,160.5623518455809,True,0.8063585019422785,1.6,2d_a0.720_rx0.240_ry0.200_N12.csv
a0.720_rx0.240_ry0.200_N16,0.72,0.24,0.2,16,0.11923024062626363,0.11923024062626363,160.5623518455809,True,1.668748108890276,1.8,2d_a0.720_rx0.240_ry0.200_N16.csv
a0.720_rx0.240_ry0.200_N20,0.72,0.24,0.2,20,0.03678514068895384,0.03678514068895384,133.9052248145615,True,9.89223527993282,2.2,2d_a0.720_rx0.240_ry0.200_N20.csv
a0.720_rx0.240_ry0.240_N12,0.72,0.24,0.24,12,0.139808578306936,0.139808578306936,160.5623518455809,True,0.8595598271478335,1.6,2d_a0.720_rx0.240_ry0.240_N12.csv
a0.720_rx0.240_ry0.240_N16,0.72,0.24,0.24,16,0.13693931173163865,0.13693931173163865,160.5623518455809,True,1.625970672155183,1.9,2d_a0.720_rx0.240_ry0.240_N16.csv
a0.720_rx0.240_ry0.240_N20,0.72,0.24,0.24,20,0.05028865213992168,0.05028865213992168,136.8907369732167,True,5.104407076480802,2.1,2d_a0.720_rx0.240_ry0.240_N20.csv
a0.720_rx0.240_ry0.280_N12,0.72,0.24,0.28,12,0.21617924062624277,0.21617924062624277,160.5623518455809,True,1.7175069513155787,1.6,2d_a0.720_rx0.240_ry0.280_N12.csv
a0.720_rx0.240_ry0.280_N16,0.72,0.24,0.28,16,0.21254936450735165,0.21254936450735165,160.5623518455809,True,2.4289295272257516,1.9,2d_a0.720_rx0.240_ry0.280_N16.csv
a0.720_rx0.240_ry0.280_N20,0.72,0.24,0.28,20,0.07815426857957608,0.07815426857957608,135.69520766813162,True,7.0824952258537515,2.1,2d_a0.720_rx0.240_ry0.280_N20.csv
a0.720_rx0.240_ry0.320_N12,0.72,0.24,0.32,12,0.38843965656949825,0.38843965656949825,160.5623518455809,True,1.2893085514541998,1.6,2d_a0.720_rx0.240_ry0.320_N12.csv
a0.720_rx0.240_ry0.320_N16,0.72,0.24,0.32,16,0.3468081793134984,0.3468081793134984,160.5623518455809,True,0.9419703674689875,1.9,2d_a0.720_rx0.240_ry0.320_N16.csv
a0.720_rx0.240_ry0.320_N20,0.72,0.24,0.32,20,0.027621675088832023,0.027621675088832023,139.28711101564363,True,4.712447260551626,2.1,2d_a0.720_rx0.240_ry0.320_N20.csv
a0.720_rx0.240_ry0.360_N12,0.72,0.24,0.36,12,0.46220714139875946,0.46220714139875946,156.56906875252707,True,1.0767000945535419,1.6,2d_a0.720_rx0.240_ry0.360_N12.csv
a0.720_rx0.240_ry0.360_N16,0.72,0.24,0.36,16,0.4421767118278637,0.4421767118278637,160.5623518455809,True,0.8584577160218875,1.9,2d_a0.720_rx0.240_ry0.360_N16.csv
a0.720_rx0.240_ry0.360_N20,0.72,0.24,0.36,20,0.3130110495560941,0.3130110495560941,141.6905985988276,True,7.542358727664161,2.1,2d_a0.720_rx0.240_ry0.360_N20.csv
a0.720_rx0.240_ry0.400_N12,0.72,0.24,0.4,12,0.45524598473304784,0.45524598473304784,158.409704235459,True,0.987172654863504,1.6,2d_a0.720_rx0.240_ry0.400_N12.csv
a0.720_rx0.240_ry0.400_N16,0.72,0.24,0.4,16,0.4303203137026123,0.4303203137026123,158.71687940463585,True,0.9446757647911185,1.8,2d_a0.720_rx0.240_ry0.400_N16.csv
a0.720_rx0.240_ry0.400_N20,0.72,0.24,0.4,20,0.3475956524678664,0.3475956524678664,140.7884551276129,True,2.2653995367401496,2.1,2d_a0.720_rx0.240_ry0.400_N20.csv
a0.720_rx0.240_ry0.440_N12,0.72,0.24,0.44,12,0.2929673115093045,0.2929673115093045,160.5623518455809,True,0.8714686235809007,1.6,2d_a0.720_rx0.240_ry0.440_N12.csv
a0.720_rx0.240_ry0.440_N16,0.72,0.24,0.44,16,0.2530947669580998,0.2530947669580998,160.5623518455809,True,0.5876842486806101,1.8,2d_a0.720_rx0.240_ry0.440_N16.csv
a0.720_rx0.240_ry0.440_N20,0.72,0.24,0.44,20,0.22837505464776411,0.22837505464776411,127.67139635542094,True,4.426516920212365,2.1,2d_a0.720_rx0.240_ry0.440_N20.csv
a0.740_rx0.200_ry0.200_N12,0.74,0.2,0.2,12,0.16021197893275238,0.16021197893275238,151.07189187170502,True,1.6112193683701066,1.6,2d_a0.740_rx0.200_ry0.200_N12.csv
a0.740_rx0.200_ry0.200_N16,0.74,0.2,0.2,16,0.009519173257774243,0.009519173257774243,154.73256411414263,True,1.7551435271686155,1.9,2d_a0.740_rx0.200_ry0.200_N16.csv
a0.740_rx0.200_ry0.200_N20,0.74,0.2,0.2,20,0.0630690513921054,0.0630690513921054,132.11920356081487,True,4.9570251539995684,2.2,2d_a0.740_rx0.200_ry0.200_N20.csv
a0.740_rx0.200_ry0.240_N12,0.74,0.2,0.24,12,0.14252585522397151,0.14252585522397151,144.40306453838866,True,2.9109906426747663,1.6,2d_a0.740_rx0.200_ry0.240_N12.csv
a0.740_rx0.200_ry0.240_N16,0.74,0.2,0.24,16,0.04636560766621186,0.04636560766621186,145.61151959711515,True,4.710455490900837,1.9,2d_a0.740_rx0.200_ry0.240_N16.csv
a0.740_rx0.200_ry0.240_N20,0.74,0.2,0.24,20,0.05849751126856782,0.05849751126856782,124.13078183273456,True,4.141489319585941,2.2,2d_a0.740_rx0.200_ry0.240_N20.csv
a0.740_rx0.200_ry0.280_N12,0.74,0.2,0.28,12,0.14479572991848433,0.14479572991848433,141.9915362953859,True,3.31000210335374,1.6,2d_a0.740_rx0.200_ry0.280_N12.csv
a0.740_rx0.200_ry0.280_N16,0.74,0.2,0.28,16,0.02215076489764656,0.02215076489764656,148.03383163697572,True,7.6227980809692495,1.9,2d_a0.740_rx0.200_ry0.280_N16.csv
a0.740_rx0.200_ry0.280_N20,0.74,0.2,0.28,20,0.07353451776952429,0.07353451776952429,122.36631609855976,True,9.451431887649393,2.2,2d_a0.740_rx0.200_ry0.280_N20.csv
a0.740_rx0.200_ry0.320_N12,0.74,0.2,0.32,12,0.1709549826798808,0.1709549826798808,135.39660152216538,True,3.0452258663012985,1.6,2d_a0.740_rx0.200_ry0.320_N12.csv
a0.740_rx0.200_ry0.320_N16,0.74,0.2,0.32,16,0.008331904491283352,0.008331904491283352,140.1875835415956,True,8.905050229391032,1.9,2d_a0.740_rx0.200_ry0.320_N16.csv
a0.740_rx0.200_ry0.320_N20,0.74,0.2,0.32,20,0.109900657571638,0.109900657571638,103.78406320633462,True,12.954932742715924,2.1,2d_a0.740_rx0.200_ry0.320_N20.csv
a0.740_rx0.200_ry0.360_N12,0.74,0.2,0.36,12,0.2380930049124858,0.2380930049124858,126.7847783161692,True,4.387532982958212,1.6,2d_a0.740_rx0.200_ry0.360_N12.csv
a0.740_rx0.200_ry0.360_N16,0.74,0.2,0.36,16,0.03749620134116377,0.03749620134116377,143.49790162269824,True,10.33990346814392,1.9,2d_a0.740_rx0.200_ry0.360_N16.csv
a0.740_rx0.200_ry0.360_N20,0.74,0.2,0.36,20,0.19722244008608003,0.19722244008608003,98.35013624428075,True,18.201715965287924,2.1,2d_a0.740_rx0.200_ry0.360_N20.csv
a0.740_rx0.200_ry0.400_N12,0.74,0.2,0.4,12,0.3194911327195294,0.3194911327195294,127.9671531700842,True,1.5224855005904372,1.6,2d_a0.740_rx0.200_ry0.400_N12.csv
a0.740_rx0.200_ry0.400_N16,0.74,0.2,0.4,16,0.24633736775953213,0.24633736775953213,138.0880367770876,True,6.001330787949819,1.9,2d_a0.740_rx0.200_ry0.400_N16.csv
a0.740_rx0.200_ry0.400_N20,0.74,0.2,0.4,20,0.230126162781036,0.230126162781036,89.84575701799463,True,13.541661398160128,2.1,2d_a0.740_rx0.200_ry0.400_N20.csv
a0.740_rx0.200_ry0.440_N12,0.74,0.2,0.44,12,0.04953451528542788,0.04953451528542788,160.5623518455809,True,1.1612960736085876,1.6,2d_a0.740_rx0.200_ry0.440_N12.csv
a0.740_rx0.200_ry0.440_N16,0.74,0.2,0.44,16,0.25613693030591855,0.25613693030591855,146.2164216130227,True,3.8372574903827155,1.9,2d_a0.740_rx0.200_ry0.440_N16.csv
a0.740_rx0.200_ry0.440_N20,0.74,0.2,0.44,20,0.20851934354992896,0.20851934354992896,119.43414964978956,True,8.075277398674775,2.1,2d_a0.740_rx0.200_ry0.440_N20.csv
a0.740_rx0.220_ry0.200_N12,0.74,0.22,0.2,12,0.18857698816795018,0.18857698816795018,147.12461915756876,True,1.7080756403904773,1.6,2d_a0.740_rx0.220_ry0.200_N12.csv
a0.740_rx0.220_ry0.200_N16,0.74,0.22,0.2,16,0.010274408626096429,0.010274408626096429,148.94406075351958,True,2.568106961782424,1.9,2d_a0.740_rx0.220_ry0.200_N16.csv
